528,28,2,7,"SCENE VII. On board POMPEY's galley, off Misenum."
529,28,3,1,SCENE I. A plain in Syria.
530,28,3,2,SCENE II. Rome. An ante-chamber in OCTAVIUS CAESAR's house.
531,28,3,3,SCENE III. Alexandria. CLEOPATRA's palace.
532,28,3,4,SCENE IV. Athens. A room in MARK ANTONY's house.
533,28,3,5,SCENE V. The same. Another room.
534,28,3,6,SCENE VI. Rome. OCTAVIUS CAESAR's house.
535,28,3,7,SCENE VII. Near Actium. MARK ANTONY's camp.
536,28,3,8,SCENE VIII. A plain near Actium.
537,28,3,9,SCENE IX. Another part of the plain.
538,28,4,1,SCENE I. Before Alexandria. OCTAVIUS CAESAR's camp.
539,28,4,2,SCENE II. Alexandria. CLEOPATRA's palace.
540,28,4,3,SCENE III. The same. Before the palace.
541,28,4,4,SCENE IV. The same. A room in the palace.
542,28,4,5,SCENE V. Alexandria. MARK ANTONY's camp.
543,28,4,6,SCENE VI. Alexandria. OCTAVIUS CAESAR's camp.
544,28,4,7,SCENE VII. Field of battle between the camps.
545,28,4,8,SCENE VIII. Under the walls of Alexandria.
